"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","annotatedStepTest","Surefire suite","Wed Nov 06 17:20:51 GMT 2024","passed","Wed Nov 06 17:20:52 GMT 2024","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","annotatedStepTest"
"","4","lambdaStepTest","Surefire suite","Wed Nov 06 17:20:52 GMT 2024","passed","Wed Nov 06 17:20:52 GMT 2024","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","lambdaStepTest"
